site,net,year,lat,long,distshore,trawl,area,chlorophyll,tempavg,tempstdev,sal,bod,nh3,po4,depth,nflounder
"Shannon Estuary, Lower",Fyke,2008,52.63177778,-9.140555556,77.664976,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.62138889,-9.125277778,648.014332,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.64522222,-8.999361111,613.681092,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
Deel Estuary,BS,2008,52.61225,-8.979722222,4.346468,0,3.01615332,5.1,13.61233333,3.814084319,7.84,1.149,0.041,39.716,6.17,0
Deel Estuary,BS,2008,52.60441667,-8.976333333,1.759837,0,3.01615332,5.1,13.61233333,3.814084319,7.84,1.149,0.041,39.716,6.17,0
Deel Estuary,BS,2008,52.62261111,-8.987444444,13.138822,0,3.01615332,5.1,13.61233333,3.814084319,7.84,1.149,0.041,39.716,6.17,0
Deel Estuary,BS,2008,52.62097222,-9.019944444,34.209814,0,3.01615332,5.1,13.61233333,3.814084319,7.84,1.149,0.041,39.716,6.17,0
Deel Estuary,Fyke,2008,52.62836111,-9.011111111,436.330691,0,3.01615332,5.1,13.61233333,3.814084319,7.84,1.149,0.041,39.716,6.17,0
Deel Estuary,Fyke,2008,52.63661111,-8.998944444,22.364895,0,3.01615332,5.1,13.61233333,3.814084319,7.84,1.149,0.041,39.716,6.17,0
Deel Estuary,Fyke,2008,52.60911111,-8.979916667,43.993758,0,3.01615332,5.1,13.61233333,3.814084319,7.84,1.149,0.041,39.716,6.17,5
Deel Estuary,BS,2008,52.63977778,-9.001111111,216.593005,0,3.01615332,5.1,13.61233333,3.814084319,7.84,1.149,0.041,39.716,6.17,2
Deel Estuary,BS,2008,52.62711111,-9.016388889,535.485967,0,3.01615332,5.1,13.61233333,3.814084319,7.84,1.149,0.041,39.716,6.17,4
Maigue Estuary,BS,2008,52.56919444,-8.797361111,0,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,0
Maigue Estuary,BS,2008,52.59025,-8.783777778,0,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,0
Maigue Estuary,BS,2008,52.60705556,-8.777444444,0,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,17
Maigue Estuary,BS,2008,52.6216675,-8.765963056,0,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,11
Maigue Estuary,BS,2008,52.64461111,-8.792805556,2.966363,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,0
Maigue Estuary,Fyke,2008,52.666,-8.811888889,115.164533,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,42
Maigue Estuary,Fyke,2008,52.67111111,-8.8115,327.825945,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,13
Maigue Estuary,Fyke,2008,52.59533333,-8.773194444,13.635254,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,1
Maigue Estuary,Fyke,2008,52.62058333,-8.764722222,13.123273,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,0
Maigue Estuary,BS,2008,52.65483333,-8.784416667,13.88143,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,7
Maigue Estuary,BS,2008,52.67188889,-8.810194444,450.578782,0,3.205712305,15.6,14.63608696,2.984092277,7.84,1.149,0.041,39.716,6.17,35
"Shannon Estuary, Upper",BS,2008,52.66158333,-8.948444444,72.67852,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,4
"Shannon Estuary, Upper",BS,2008,52.66427778,-8.91125,391.352628,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Upper",BS,2008,52.67158333,-8.872972222,280.256339,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,42
"Shannon Estuary, Upper",BS,2008,52.67944444,-8.80475,497.338732,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Upper",BS,2008,52.67486111,-8.793611111,540.36488,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,1
"Shannon Estuary, Upper",Fyke,2008,52.67525,-8.767833333,546.699821,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Upper",Fyke,2008,52.67283333,-8.741777778,2.435445,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Upper",Fyke,2008,52.67902778,-8.938972222,725.903106,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,6
"Shannon Estuary, Upper",Fyke,2008,52.663,-8.922361111,435.234312,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,4
"Shannon Estuary, Upper",BS,2008,52.6665,-8.900694444,471.323217,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,11
"Shannon Estuary, Upper",BS,2008,52.67522222,-8.900638889,1082.964246,0,39.51083998,2.9,12.28571429,4.228859699,7.84,1.149,0.041,39.716,6.17,7
Limerick Dock,BS,2008,52.68105556,-8.628861111,14.549284,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,1
Limerick Dock,BS,2008,52.67766667,-8.622694444,44.074599,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,0
Limerick Dock,BS,2008,52.6765,-8.633555556,9.950704,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,0
Limerick Dock,BS,2008,52.68947222,-8.621222222,98.099897,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,7
Limerick Dock,Fyke,2008,52.65647222,-8.659888889,49.621984,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,1
Limerick Dock,Fyke,2008,52.65827778,-8.647916667,16.412727,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,5
Limerick Dock,Fyke,2008,52.65616667,-8.664277778,121.488167,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,19
Limerick Dock,Fyke,2008,52.65777778,-8.658694444,167.444772,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,8
Limerick Dock,BS,2008,52.67611111,-8.631222222,106.619335,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,1
Limerick Dock,BS,2008,52.67608333,-8.621,27.068082,0,2.487585049,2.8,12.04071429,4.653465978,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2008,52.67183333,-9.059833333,1224.034238,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2008,52.66927778,-9.09675,97.223605,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,4
Fergus Estuary,BS,2008,52.67752778,-9.06075,1117.201608,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2008,52.78183333,-8.943527778,58.636494,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,8
Fergus Estuary,BS,2008,52.76011111,-8.975555556,0,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,3
Fergus Estuary,BS,2008,52.682,-9.013472222,3097.401482,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,4
Fergus Estuary,BS,2008,52.68944444,-9.03675,1844.594699,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2008,52.71816667,-9.044611111,0.704877,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,1
Fergus Estuary,BS,2008,52.70227778,-8.974972222,696.839252,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2008,52.70497222,-8.961305556,158.540639,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2008,52.71822222,-8.966805556,1107.860281,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,1
Fergus Estuary,Fyke,2008,52.71697222,-8.992194444,2466.143976,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,Fyke,2008,52.71102778,-8.993777778,2202.981766,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,Fyke,2008,52.69052778,-9.060083333,367.771233,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,Fyke,2008,52.67666667,-9.031222222,2793.092959,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,1
Fergus Estuary,Fyke,2008,52.70655556,-8.962611111,334.500669,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,1
Fergus Estuary,Fyke,2008,52.71713889,-9.008083333,2047.232643,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,14
Fergus Estuary,Fyke,2008,52.74722222,-9.037611111,62.199261,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,10
Fergus Estuary,BS,2008,52.78713889,-8.941583333,61.88971,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,21
Fergus Estuary,BS,2008,52.78816667,-8.956805556,40.043534,0,64.75343778,8.3,13.2025,3.647216976,7.84,1.149,0.041,39.716,6.17,8
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,52.08611111,-7.859583333,0.278578,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,24
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,52.06375,-7.872972222,0,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,46
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,52.04927778,-7.850527778,2.172224,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,11
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,52.03913889,-7.850805556,0,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,26
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,52.01197222,-7.852888889,55.282307,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,4
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,51.95513889,-7.838694444,0,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,0
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,51.99402778,-7.884083333,11.229879,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,1
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,51.98030556,-7.858166667,0.462571,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,1
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,51.97097222,-7.828833333,16.743131,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,0
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,51.95436111,-7.83625,2.695306,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,0
"Blackwater M Estuary, Lower (Youghal Harbour)",Fyke,2008,51.95208333,-7.844222222,8.52366,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,2
"Blackwater M Estuary, Lower (Youghal Harbour)",Fyke,2008,52.12138889,-7.836333333,0,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,0
"Blackwater M Estuary, Lower (Youghal Harbour)",Fyke,2008,52.12211111,-7.848111111,25.966749,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,38
"Blackwater M Estuary, Lower (Youghal Harbour)",Fyke,2008,52.10797222,-7.866388889,16.577902,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,80
"Blackwater M Estuary, Lower (Youghal Harbour)",Fyke,2008,52.07147222,-7.870944444,39.216088,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,101
"Blackwater M Estuary, Lower (Youghal Harbour)",Fyke,2008,52.09083472,-7.862773056,131.224303,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,63
"Blackwater M Estuary, Lower (Youghal Harbour)",Fyke,2008,51.99972222,-7.881694444,31.991909,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,5
"Blackwater M Estuary, Lower (Youghal Harbour)",Fyke,2008,51.97958333,-7.856333333,136.579351,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,3
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,51.97591667,-7.845694444,208.168709,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,13
"Blackwater M Estuary, Lower (Youghal Harbour)",BS,2008,51.95211111,-7.836944444,257.523089,0,12.06838695,62.7,13.99836364,3.271437991,4.878,1.316,0.039,29.31,3.25,3
"Blackwater M Estuary, Upper",BS,2008,52.1435,-7.884583333,7.289167,0,0.703212346,95.4,15.01815385,3.432283265,4.878,1.316,0.039,29.31,3.25,0
"Blackwater M Estuary, Upper",BS,2008,52.14844444,-7.854583333,0.369136,0,0.703212346,95.4,15.01815385,3.432283265,4.878,1.316,0.039,29.31,3.25,3
"Blackwater M Estuary, Upper",Fyke,2008,52.13741667,-7.852666667,0,0,0.703212346,95.4,15.01815385,3.432283265,4.878,1.316,0.039,29.31,3.25,5
"Blackwater M Estuary, Upper",Fyke,2008,52.12897222,-7.849555556,112.882135,0,0.703212346,95.4,15.01815385,3.432283265,4.878,1.316,0.039,29.31,3.25,3
"Blackwater M Estuary, Upper",Fyke,2008,52.14561111,-7.857222222,25.75178,0,0.703212346,95.4,15.01815385,3.432283265,4.878,1.316,0.039,29.31,3.25,10
"Blackwater M Estuary, Upper",BS,2008,52.13819444,-7.853916667,38.308742,0,0.703212346,95.4,15.01815385,3.432283265,4.878,1.316,0.039,29.31,3.25,2
"Blackwater M Estuary, Upper",BS,2008,52.13088889,-7.85225,27.694104,0,0.703212346,95.4,15.01815385,3.432283265,4.878,1.316,0.039,29.31,3.25,16
North Channel Great Island,BS,2008,51.86130556,-8.212861111,208.782405,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
North Channel Great Island,BS,2008,51.86208333,-8.209805556,14.928748,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
North Channel Great Island,BS,2008,51.88380556,-8.198055556,76.729984,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
North Channel Great Island,BS,2008,51.88730556,-8.208333333,5.21984,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
North Channel Great Island,BS,2008,51.88338889,-8.221333333,32.71296,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,1
North Channel Great Island,BS,2008,51.88411111,-8.241194444,99.77843,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,2
North Channel Great Island,Fyke,2008,51.87877778,-8.25125,431.761634,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
North Channel Great Island,Fyke,2008,51.88005556,-8.207527778,567.385058,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
North Channel Great Island,Fyke,2008,51.88119444,-8.190638889,92.145054,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
North Channel Great Island,Fyke,2008,51.86819444,-8.211555556,290.708052,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
North Channel Great Island,BS,2008,51.88044444,-8.21625,503.099853,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
North Channel Great Island,BS,2008,51.87994444,-8.238361111,475.130102,0,7.961618254,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
Owenacurra Estuary,Fyke,2008,51.89911111,-8.172166667,0,0,1.121389719,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,5
Owenacurra Estuary,Fyke,2008,51.90413889,-8.174555556,11.15063,0,1.121389719,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,7
Owenacurra Estuary,BS,2008,51.88858333,-8.186777778,121.688188,0,1.121389719,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
Owenacurra Estuary,BS,2008,51.89672222,-8.179972222,45.565917,0,1.121389719,7.4,12.76428571,2.406793955,24.49,1.87,0.07,19.471,3.35,0
"Mahon, Lough (Harper's Island)",Fyke,2008,51.90355861,-8.315622778,15.873125,0,2.045937597,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Mahon, Lough (Harper's Island)",Fyke,2008,51.90163889,-8.316,36.57164,0,2.045937597,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Mahon, Lough (Harper's Island)",BS,2008,51.89986111,-8.310138889,113.761155,0,2.045937597,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Mahon, Lough (Harper's Island)",BS,2008,51.89877778,-8.31475,121.796763,0,2.045937597,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Mahon, Lough",BS,2008,51.90036111,-8.318,124.93455,0,12.22952088,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Mahon, Lough",BS,2008,51.88763889,-8.34025,25.32557,0,12.22952088,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,1
"Mahon, Lough",BS,2008,51.89116667,-8.366361111,17.389362,0,12.22952088,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,1
"Mahon, Lough",BS,2008,51.89811111,-8.38525,105.052829,0,12.22952088,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Mahon, Lough",Fyke,2008,51.85944444,-8.3265,363.538779,0,12.22952088,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,1
"Mahon, Lough",Fyke,2008,51.88163889,-8.3825,14.002421,0,12.22952088,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,1
"Mahon, Lough",Fyke,2008,51.89761111,-8.390111111,126.718805,0,12.22952088,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Mahon, Lough",BS,2008,51.88469444,-8.368083333,713.69599,0,12.22952088,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,1
"Mahon, Lough",BS,2008,51.86969444,-8.326638889,391.986312,0,12.22952088,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,3
Glashaboy Estuary,Fyke,2008,51.90772222,-8.397472222,0,0,0.123745343,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
Glashaboy Estuary,BS,2008,51.91411111,-8.400555556,0,0,0.123745343,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,3
Glashaboy Estuary,BS,2008,51.90680556,-8.395861111,10.568955,0,0.123745343,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,1
"Lee (Cork) Estuary, Lower",Fyke,2008,51.89986111,-8.404555556,29.359406,0,0.886255853,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,1
"Lee (Cork) Estuary, Lower",Fyke,2008,51.90233333,-8.446722222,9.205666,0,0.886255853,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,2
"Lee (Cork) Estuary, Lower",BS,2008,51.90055556,-8.402944444,35.368813,0,0.886255853,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Lee (Cork) Estuary, Lower",Fyke,2008,51.90175,-8.438944444,24.011758,0,0.886255853,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,1
"Lee (Cork) Estuary, Upper",Fyke,2008,51.90025,-8.483,35.640452,0,0.252383869,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Lee (Cork) Estuary, Upper",BS,2008,51.89825,-8.46475,39.879007,0,0.252383869,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,0
"Lee (Cork) Estuary, Upper",BS,2008,51.90016667,-8.464972222,16.991747,0,0.252383869,7.4,12.76428571,2.406793955,15.609,1.845,0.173,38.396,4.59,3
Argideen Estuary,BS,2008,51.64438889,-8.756555556,12.138679,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,2
Argideen Estuary,BS,2008,51.64602778,-8.734277778,15.475576,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,1
Argideen Estuary,BS,2008,51.64063889,-8.717583333,0,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,0
Argideen Estuary,BS,2008,51.64797222,-8.695861111,0,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,0
Argideen Estuary,BS,2008,51.6335,-8.700277778,0.051747,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,0
Argideen Estuary,Fyke,2008,51.63616667,-8.695916667,6.336755,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,0
Argideen Estuary,Fyke,2008,51.63611111,-8.688777778,0,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,0
Argideen Estuary,Fyke,2008,51.64019444,-8.719055556,96.180368,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,0
Argideen Estuary,Fyke,2008,51.64405556,-8.756166667,54.056314,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,0
Argideen Estuary,BS,2008,51.63694444,-8.690805556,63.671155,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,2
Argideen Estuary,BS,2008,51.64363889,-8.684222222,81.586847,0,4.922511785,122,13.32367089,2.274894293,22.959,2.147,0.124,21.66,1.7,2
Ilen Estuary,BS,2008,51.47822222,-9.382666667,11.215312,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,1
Ilen Estuary,BS,2008,51.47844444,-9.400611111,920.958651,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,BS,2008,51.50005556,-9.399833333,138.482463,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,3
Ilen Estuary,BS,2008,51.51277778,-9.376472222,0,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,7
Ilen Estuary,BS,2008,51.47908333,-9.379138889,3.88258,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,BS,2008,51.49838889,-9.355583333,3.88258,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,BS,2008,51.54680556,-9.312972222,60.204032,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,2
Ilen Estuary,BS,2008,51.53619444,-9.321222222,39.160687,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,BS,2008,51.52725,-9.3425,14.92364,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,BS,2008,51.52530556,-9.358472222,239.38883,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,Fyke,2008,51.5255,-9.370083333,0.236764,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,Fyke,2008,51.51477778,-9.362305556,642.34689,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,Fyke,2008,51.51477778,-9.362305556,69.767578,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,Fyke,2008,51.48266667,-9.399027778,1057.136499,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,Fyke,2008,51.49230556,-9.358916667,237.347832,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,Fyke,2008,51.50877778,-9.384388889,106.536055,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,BS,2008,51.51438889,-9.366722222,339.811515,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,0
Ilen Estuary,BS,2008,51.54063889,-9.322638889,52.444659,0,9.66031015,50.3,12.98967391,3.313892652,25.333,1.529,0.067,13.478,4.15,4
Kilmakilloge Harbour,BS,2008,51.77825,-9.813777778,86.536588,0,5.851926052,11.2,13.55,3.989782188,30.134,0.971,0.048,8.706,6,0
