site,net,year,lat,long,distshore,trawl,area,chlorophyll,tempavg,tempstdev,sal,bod,nh3,po4,depth,nflounder
New Ross Port,BT,2007,52.35603694,-6.992676944,87.819948,0,6.710965171,5.1,13.55,7.040750218,6.607,1.573,0.043,31.276,7.75,2
New Ross Port,BT,2007,52.36739778,-6.971982222,79.954009,310,6.710965171,14,14.06181818,3.766840299,6.607,1.573,0.043,31.276,7.75,57
New Ross Port,BT,2007,52.35115083,-6.997234722,169.468722,306,6.710965171,18,13.99836364,3.911578255,6.607,1.573,0.043,31.276,7.75,48
New Ross Port,BT,2007,52.31783222,-6.989335556,204.1649,307,6.710965171,52,16.24507042,0.045336047,6.607,1.573,0.043,31.276,7.75,11
New Ross Port,Fyke,2007,52.3167125,-6.995036389,173.331502,312,6.710965171,9.3,12.28571429,2.825561739,6.607,1.573,0.043,31.276,7.75,19
New Ross Port,Fyke,2007,52.29103944,-7.012354444,121.593598,309,6.710965171,237,15.9495,2.825561739,6.607,1.573,0.043,31.276,7.75,5
New Ross Port,BS,2007,52.36743028,-6.966446667,40.818623,0,6.710965171,34.6,15.49090909,4.930470176,6.607,1.573,0.043,31.276,7.75,10
New Ross Port,BS,2007,52.36301722,-6.991329167,141.772893,0,6.710965171,50.3,14.8547541,5.410074241,6.607,1.573,0.043,31.276,7.75,12
"Barrow Nore Suir Estuary, Upper",BT,2007,52.41483778,-6.954418889,8.840453,0,0.642887303,45,11.40384615,3.903937707,6.607,1.573,0.043,31.276,7.75,6
"Barrow Nore Suir Estuary, Upper",BT,2007,52.40532167,-6.938407222,0,0,0.642887303,27.1,13.79444444,3.859427448,6.607,1.573,0.043,31.276,7.75,42
"Barrow Nore Suir Estuary, Upper",Fyke,2007,52.41470194,-6.951262222,48.459112,304,0.642887303,7.4,11.295,3.432283265,6.607,1.573,0.043,31.276,7.75,21
"Barrow Nore Suir Estuary, Upper",BS,2007,52.4047525,-6.940051944,37.552707,301,0.642887303,52,12.98967391,4.720416299,6.607,1.573,0.043,31.276,7.75,217
"Barrow Nore Suir Estuary, Upper",BS,2007,52.41559139,-6.956311667,39.783633,0,0.642887303,62.7,15.135,5.227555858,6.607,1.573,0.043,31.276,7.75,14
"Barrow Nore Suir Estuary, Upper",Fyke,2007,52.48755861,-6.929376944,5.645432,0,1.147201315,18,16.2903125,2.176412384,6.607,1.573,0.043,31.276,7.75,101
"Barrow Nore Suir Estuary, Upper",Fyke,2007,52.469785,-6.931588889,0,0,1.147201315,50.3,15.9495,4.488850218,6.607,1.573,0.043,31.276,7.75,4
"Barrow Nore Suir Estuary, Upper",BS,2007,52.4888,-6.933483611,21.357282,0,1.147201315,90.2,13.99836364,3.340159677,6.607,1.573,0.043,31.276,7.75,7
"Barrow Nore Suir Estuary, Upper",BS,2007,52.46913611,-6.933355556,19.97256,0,1.147201315,11.4,13.92017857,3.582665622,6.607,1.573,0.043,31.276,7.75,8
Barrow Suir Nore Estuary,Fyke,2007,52.48210611,-7.061939167,0,0,1.257823499,52,14.42222222,4.758572369,6.607,1.573,0.043,31.276,7.75,2
Barrow Suir Nore Estuary,Fyke,2007,52.44217222,-7.008287222,9.696957,0,1.257823499,14,13.34638889,3.23820126,6.607,1.573,0.043,31.276,7.75,9
Barrow Suir Nore Estuary,BS,2007,52.48252722,-7.056145556,23.858596,0,1.257823499,18,13.47142857,2.984092277,6.607,1.573,0.043,31.276,7.75,72
Barrow Suir Nore Estuary,BS,2007,52.48255361,-7.056056667,24.155927,0,1.257823499,18,13.646,3.766840299,6.607,1.573,0.043,31.276,7.75,47
Suir Estuary,BT,2007,52.25768,-7.032983333,26.766553,0,4.323467823,4.6,12.04071429,3.313892652,6.607,1.573,0.043,31.276,7.75,15
Suir Estuary,BT,2007,52.27779139,-7.010040833,19.464104,0,4.323467823,3.6,13.33193548,4.720416299,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BT,2007,52.25507167,-7.037125556,266.18388,296,4.323467823,20.7,13.048,4.394561325,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,Fyke,2007,52.25530361,-7.038013889,332.18682,270,4.323467823,9.3,14.45494505,2.230681429,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,Fyke,2007,52.27678,-7.005184722,232.37817,305,4.323467823,11.4,15.49090909,4.710727335,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BS,2007,52.25305417,-7.036583611,146.041259,0,4.323467823,27.1,15.9495,3.817051546,6.607,1.573,0.043,31.276,7.75,5
Suir Estuary,BS,2007,52.27636722,-7.010614722,62.845005,0,4.323467823,8.3,14.15625,4.763972932,6.607,1.573,0.043,31.276,7.75,4
Suir Estuary,BS,2007,52.28763583,-7.278412222,0,0,7.03229492,7,12.19555556,3.681526194,6.607,1.573,0.043,31.276,7.75,2
Suir Estuary,BS,2007,52.31332917,-7.299329167,1.816081,0,7.03229492,18,15.55375,5.410074241,6.607,1.573,0.043,31.276,7.75,31
Suir Estuary,BS,2007,52.26324389,-7.240873611,9.041816,0,7.03229492,4.6,13.47142857,4.057784541,6.607,1.573,0.043,31.276,7.75,6
Suir Estuary,BS,2007,52.28021917,-7.161051667,27.046443,0,7.03229492,18,13.79444444,3.853984598,6.607,1.573,0.043,31.276,7.75,5
Suir Estuary,BS,2007,52.28032694,-7.161078889,14.910537,0,7.03229492,14,15.49090909,2.406793955,6.607,1.573,0.043,31.276,7.75,4
Suir Estuary,BT,2007,52.26027306,-7.104222222,1.202618,0,7.03229492,20.1,13.048,4.228859699,6.607,1.573,0.043,31.276,7.75,1
Suir Estuary,BT,2007,52.25653528,-7.096067222,47.226869,0,7.03229492,11.4,13.55833333,4.930470176,6.607,1.573,0.043,31.276,7.75,1
Suir Estuary,BT,2007,52.27581333,-7.169632222,35.874128,86,7.03229492,237,15.30958333,3.911578255,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BT,2007,52.26266333,-7.241425278,83.292215,292,7.03229492,122,12.23272727,4.720416299,6.607,1.573,0.043,31.276,7.75,28
Suir Estuary,Fyke,2007,52.27093722,-7.174015556,174.605472,275,7.03229492,21,12.98967391,2.825561739,6.607,1.573,0.043,31.276,7.75,3
Suir Estuary,Fyke,2007,52.25377472,-7.093502222,89.067151,200,7.03229492,15,13.048,4.394561325,6.607,1.573,0.043,31.276,7.75,2
Suir Estuary,Fyke,2007,52.31357694,-7.300219722,49.099575,0,7.03229492,4.7,9.675,4.20822874,6.607,1.573,0.043,31.276,7.75,19
Suir Estuary,Fyke,2007,52.28835833,-7.283426944,79.324657,0,7.03229492,15,11.295,3.271437991,6.607,1.573,0.043,31.276,7.75,48
Suir Estuary,Fyke,2007,52.26241556,-7.240624167,75.575782,0,7.03229492,5.8,13.79444444,5.093900389,6.607,1.573,0.043,31.276,7.75,4
Suir Estuary,Fyke,2007,52.28019083,-7.160861667,35.326265,0,7.03229492,18,12.66,4.488850218,6.607,1.573,0.043,31.276,7.75,3
Suir Estuary,BS,2007,52.26034944,-7.10362,21.777972,0,7.03229492,237,13.79444444,5.227555858,6.607,1.573,0.043,31.276,7.75,36
Suir Estuary,Fyke,2007,52.25683778,-7.096837222,48.975823,0,7.03229492,22.7,13.048,3.959531757,6.607,1.573,0.043,31.276,7.75,4
Suir Estuary,Fyke,2007,52.34339583,-7.410779167,2.40818,0,1.090200188,11,13.79444444,3.677775143,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BS,2007,52.33394056,-7.343995833,37.469332,0,1.090200188,30,14.42222222,4.468402959,6.607,1.573,0.043,31.276,7.75,338
Suir Estuary,BS,2007,52.34289639,-7.385049722,10.811638,0,1.090200188,11.4,14.63571429,4.720416299,6.607,1.573,0.043,31.276,7.75,411
Rogerstown Estuary,BS,2008,53.50119444,-6.157055556,233.452397,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,10
Rogerstown Estuary,BS,2008,53.50166667,-6.144611111,80.281804,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,1
Rogerstown Estuary,BS,2008,53.50638889,-6.133222222,303.454754,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,3
Rogerstown Estuary,BS,2008,53.5065,-6.129083333,39.296183,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,1
Rogerstown Estuary,BS,2008,53.51125,-6.134388889,35.469361,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,0
Rogerstown Estuary,Fyke,2008,53.51258333,-6.131944444,0,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,0
Rogerstown Estuary,Fyke,2008,53.50947222,-6.116944444,36.538155,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,2
Rogerstown Estuary,Fyke,2008,53.50571917,-6.131468611,217.677814,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,3
Rogerstown Estuary,Fyke,2008,53.51128111,-6.133681389,64.313156,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,0
Rogerstown Estuary,BS,2008,53.51294056,-6.124838333,93.05629,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,0
Rogerstown Estuary,BS,2008,53.50973833,-6.118109167,87.367144,0,3.04642617,21,9.244,4.525376227,25.377,2.158,0.157,52.458,1,2
Broadmeadow Water,BS,2008,53.46869444,-6.158583333,0,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,5
Broadmeadow Water,BS,2008,53.46888889,-6.176111111,0,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,11
Broadmeadow Water,BS,2008,53.46633333,-6.187222222,0,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,82
Broadmeadow Water,BS,2008,53.46397222,-6.192111111,0,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,10
Broadmeadow Water,Fyke,2008,53.45580556,-6.168027778,0.661238,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,5
Broadmeadow Water,Fyke,2008,53.45636111,-6.176083333,5.45322,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,0
Broadmeadow Water,Fyke,2008,53.46243611,-6.187826944,266.739616,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,3
Broadmeadow Water,Fyke,2008,53.46495917,-6.178568333,227.632756,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,3
Broadmeadow Water,Fyke,2008,53.45885361,-6.166890833,336.417847,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,0
Broadmeadow Water,BS,2008,53.46092944,-6.156814444,94.08973,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,0
Broadmeadow Water,BS,2008,53.46781417,-6.158468889,85.908509,0,3.334543972,11.4,12.19555556,4.303513423,26.312,3.742,0.152,83.6,1,1
Tolka Estuary,BS,2008,53.35954778,-6.203800278,33.822669,0,3.578223017,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,5
Tolka Estuary,Fyke,2008,53.35583333,-6.210333333,20.454923,0,3.578223017,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,0
Tolka Estuary,Fyke,2008,53.358877,-6.176981,40.071629,0,3.578223017,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,2
Tolka Estuary,Fyke,2008,53.35416667,-6.2055,65.700031,0,3.578223017,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,0
Tolka Estuary,BS,2008,53.35344444,-6.195472222,21.659953,0,3.578223017,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,0
Tolka Estuary,BS,2008,53.35597111,-6.176613333,157.469411,0,3.578223017,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,3
"Liffey Estuary, Lower",Fyke,2008,53.34341667,-6.217611111,0,0,4.804558798,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,0
"Liffey Estuary, Lower",Fyke,2008,53.34127778,-6.194861111,0.30856,0,4.804558798,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,2
"Liffey Estuary, Lower",BS,2008,53.34130556,-6.191916667,12.646922,0,4.804558798,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,1
"Liffey Estuary, Lower",Fyke,2008,53.34863889,-6.187166667,109.275398,0,4.804558798,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,0
"Liffey Estuary, Upper",Fyke,2008,53.34683667,-6.296010833,4.944993,0,0.195210341,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,29
"Liffey Estuary, Upper",BS,2008,53.34691944,-6.294931667,9.752746,0,0.195210341,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,10
"Liffey Estuary, Upper",BS,2008,53.34780444,-6.252795556,34.967519,0,0.195210341,2.4,14.88625,0.045336047,24.332,1.239,0.129,61.021,4.27,0
Broad Lough,BS,2008,53.00336306,-6.055483333,21.631285,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,12
Broad Lough,BS,2008,52.99777056,-6.053278889,15.375041,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,6
Broad Lough,BS,2008,52.98899278,-6.047960278,8.571792,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,0
Broad Lough,BS,2008,52.98353778,-6.043721111,9.268797,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,0
Broad Lough,BS,2008,53.00795306,-6.053906944,13.048098,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,2
Broad Lough,BS,2008,52.98174028,-6.036673333,17.756484,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,0
Broad Lough,Fyke,2008,52.982635,-6.039087778,1.478334,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,0
Broad Lough,Fyke,2008,52.98105861,-6.033352222,0,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,1
Broad Lough,Fyke,2008,53.00725694,-6.054883056,6.553443,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,2
Broad Lough,Fyke,2008,53.00168528,-6.053952778,31.380046,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,1
Broad Lough,Fyke,2008,52.99649694,-6.052061111,28.597927,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,2
Broad Lough,BT,2008,52.98487222,-6.045171667,29.31582,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,1
Broad Lough,BT,2008,52.98180472,-6.035395833,38.386608,0,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,2
Broad Lough,BS,2008,52.98203194,-6.037085,40.539839,200,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,0
Broad Lough,BS,2008,52.98335389,-6.036033611,34.861095,200,0.800853291,8.9,13.93,4.763972932,21.255,1.591,0.098,44.661,1.1,1
Avoca Estuary,BS,2008,52.79908,-6.157315,3.206694,0,0.174546637,4.2,11.40384615,4.582103844,13.381,1.422,0.116,25.879,3.5,41
Avoca Estuary,BS,2008,52.7992075,-6.154560833,2.059655,0,0.174546637,4.2,11.40384615,4.582103844,13.381,1.422,0.116,25.879,3.5,6
Avoca Estuary,Fyke,2008,52.79223028,-6.145393333,2.763271,0,0.174546637,4.2,11.40384615,4.582103844,13.381,1.422,0.116,25.879,3.5,4
Avoca Estuary,Fyke,2008,52.79565333,-6.14759,5.801826,0,0.174546637,4.2,11.40384615,4.582103844,13.381,1.422,0.116,25.879,3.5,11
Avoca Estuary,Fyke,2008,52.79297417,-6.139938056,26.998642,0,0.174546637,4.2,11.40384615,4.582103844,13.381,1.422,0.116,25.879,3.5,0
Avoca Estuary,Fyke,2008,52.79544083,-6.146804722,41.271023,0,0.174546637,4.2,11.40384615,4.582103844,13.381,1.422,0.116,25.879,3.5,135
Avoca Estuary,BS,2008,52.79847694,-6.150737222,50.542006,0,0.174546637,4.2,11.40384615,4.582103844,13.381,1.422,0.116,25.879,3.5,27
Avoca Estuary,BS,2008,52.79937972,-6.155896667,24.91129,0,0.174546637,4.2,11.40384615,4.582103844,13.381,1.422,0.116,25.879,3.5,1
Colligan Estuary,BS,2008,52.08802778,-7.608694444,42.022602,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,0
Colligan Estuary,BS,2008,52.08488889,-7.61,21.412864,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,0
Colligan Estuary,BS,2008,52.08280556,-7.608527778,12.048861,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,0
Colligan Estuary,BS,2008,52.09711111,-7.620722222,138.929252,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,0
Colligan Estuary,Fyke,2008,52.09269444,-7.574722222,0,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,0
Colligan Estuary,Fyke,2008,52.08469444,-7.570972222,0,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,0
Colligan Estuary,Fyke,2008,52.08438889,-7.616722222,240.362782,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,1
Colligan Estuary,Fyke,2008,52.08594444,-7.611777778,106.009816,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,0
Colligan Estuary,BS,2008,52.08636111,-7.571666667,100.34339,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,3
Colligan Estuary,BS,2008,52.08783333,-7.571888889,101.045578,0,10.02647039,90.2,13.0125,3.046283051,26.921,1.191,0.035,13.39,8.4,5
Lee K Estuary,BS,2008,52.257,-9.741055556,84.245862,0,3.064696656,22.7,12.18864865,2.718236931,23.461,1.319,0.132,46.404,1.2,0
Lee K Estuary,Fyke,2008,52.26647222,-9.755777778,216.582943,0,3.064696656,22.7,12.18864865,2.718236931,23.461,1.319,0.132,46.404,1.2,0
Lee K Estuary,Fyke,2008,52.25908333,-9.750611111,198.51342,0,3.064696656,22.7,12.18864865,2.718236931,23.461,1.319,0.132,46.404,1.2,6
Lee K Estuary,BS,2008,52.25658333,-9.741194444,38.404639,0,3.064696656,22.7,12.18864865,2.718236931,23.461,1.319,0.132,46.404,1.2,1
Lee K Estuary,BS,2008,52.26116667,-9.755277778,146.397209,0,3.064696656,22.7,12.18864865,2.718236931,23.461,1.319,0.132,46.404,1.2,4
Cashen,BS,2008,52.48272222,-9.679472222,85.901403,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,8
Cashen,BS,2008,52.48519444,-9.673166667,53.839944,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,1
Cashen,BS,2008,52.48586111,-9.6645,105.546623,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,7
Cashen,BS,2008,52.47672222,-9.652777778,9.039831,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,0
Cashen,BS,2008,52.47797222,-9.636666667,0,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,38
Cashen,BS,2008,52.4655,-9.632472222,0,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,34
Cashen,Fyke,2008,52.44458333,-9.625666667,0,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,72
Cashen,Fyke,2008,52.44322222,-9.57425,0.619725,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,25
Cashen,Fyke,2008,52.44586111,-9.626138889,9.150744,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,0
Cashen,Fyke,2008,52.46991667,-9.633916667,25.905821,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,5
Cashen,Fyke,2008,52.47825,-9.638527778,92.27471,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,0
Cashen,Fyke,2008,52.47741667,-9.655666667,108.09273,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,2
Cashen,BS,2008,52.48372222,-9.671222222,146.300786,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,0
Cashen,BS,2008,52.4415,-9.596166667,10.499309,0,2.673481124,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,24
"Feale Estuary, Upper",BS,2008,52.438,-9.600611111,4.644816,0,0.377752254,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,13
"Feale Estuary, Upper",BS,2008,52.42222222,-9.590805556,0,0,0.377752254,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,24
"Feale Estuary, Upper",Fyke,2008,52.42352778,-9.553388889,0,0,0.377752254,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,2
"Feale Estuary, Upper",Fyke,2008,52.42361111,-9.571694444,0,0,0.377752254,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,6
"Feale Estuary, Upper",Fyke,2008,52.43822222,-9.606,18.7899,0,0.377752254,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,18
"Feale Estuary, Upper",Fyke,2008,52.42244444,-9.59225,19.057232,0,0.377752254,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,110
"Feale Estuary, Upper",BS,2008,52.42136111,-9.564722222,30.806379,0,0.377752254,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,21
"Feale Estuary, Upper",BS,2008,52.42294444,-9.556361111,16.660323,0,0.377752254,20.1,13.048,3.393082126,7.566,1.95,0.068,30.645,3.38,2
"Shannon Estuary, Lower",BS,2008,52.56047222,-9.467805556,39.678655,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,2
"Shannon Estuary, Lower",BS,2008,52.56627778,-9.483638889,77.468948,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.57688889,-9.489055556,848.991129,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.58436111,-9.434027778,47.221654,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.58922222,-9.372777778,26.9146,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.59105556,-9.365972222,33.108285,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.57630556,-9.368694444,11.859043,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,1
"Shannon Estuary, Lower",BS,2008,52.61472222,-9.377444444,12.364455,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.61416667,-9.367083333,11.291487,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.61798417,-9.344707222,55.375081,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.6,-9.339638889,46.774258,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.57533333,-9.284166667,34.472544,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.57338889,-9.289611111,153.729495,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,10
"Shannon Estuary, Lower",BS,2008,52.61791667,-9.255555556,0,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.62238889,-9.245722222,0,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.59544444,-9.195722222,49.805934,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.622,-9.175972222,7.280311,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,4
"Shannon Estuary, Lower",BS,2008,52.59449722,-9.223020556,40.982463,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.63144444,-9.142333333,13.586468,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.64002778,-9.134805556,29.79945,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",BS,2008,52.64086111,-9.131277778,183.978094,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.65213889,-9.112361111,52.005764,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.62844444,-9.098777778,1514.8587,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.57658333,-9.4885,841.234461,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.56494444,-9.479666667,133.527009,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.58138889,-9.420833333,83.161983,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.61119444,-9.446,349.164513,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.58911111,-9.375138889,107.311038,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.61705556,-9.3425,234.83816,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,4
"Shannon Estuary, Lower",Fyke,2008,52.5725,-9.293777778,106.137078,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.60886111,-9.256833333,168.232928,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,0
"Shannon Estuary, Lower",Fyke,2008,52.60177778,-9.193527778,149.941211,0,123.0789377,1.5,13.05954545,3.23820126,7.84,1.149,0.041,39.716,6.17,2
